text;label
"The ""explosion"" of the Gas tanks at the end was just as awful.  ";ISSUE
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  ";ISSUE
Not recommended.  ;ISSUE
He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  ;ISSUE
Aside from it is terrible lead, this film has loads of other debits.  ;ISSUE
I understand that it is supposed to be a cheap popcorn comedy, but that does notmean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  ;ISSUE
Lewis Black is considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly wo notallow.  ;ISSUE
With the originality and freshness of the first movie now spent, this remake had little else to offer.  ;ISSUE
This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.  ;ISSUE
However, here there was no decent acting, action or location work to balance things up.  ;ISSUE
It failed to convey the broad sweep of landscapes that were a great part of the original.  ;ISSUE
"Generally; it just lacked imagination.  ";ISSUE
Is it possible for a movie to get any worse than this?  ;ISSUE
There is no plot here to keep you going in the first place.  ;ISSUE
"Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.  ";ISSUE
Beware: this is not a trashy cult movie, this is trash -period!  ;ISSUE
I ca notbelieve there is even a sequel to this!  ;ISSUE
Which is precisely why I am giving it such a bad review!  ;ISSUE
Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.  ;ISSUE
Her lines seem to have been WRITTEN by a fifteen year old, though they are trying oh so, so hard to sound like how a fifteen year old would really, um, you know, well... talk.  ;ISSUE
There is simply no excuse for something this poorly done.  ;ISSUE
I saw this movie and I thought this is a stupid movie.  ;ISSUE
What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?  ;ISSUE
To be honest with you, this is unbelievable nonsense and very foolish.  ;ISSUE
In conclusion, I will not bother with this movie because a volcano in Los Angeles is nothing but nonsense.  ;ISSUE
The story line is just awful!  ;ISSUE
It is just painful!  ;ISSUE
And the accents are absolutely abysmal!  ;ISSUE
There is also enough hypocrisy in this film to make me vomit.  ;ISSUE
Do notwaste your time watching this rubbish non-researched film.  ;ISSUE
Omit watching this.  ;ISSUE
My rating: just 3 out of 10.  ;ISSUE
The basic premise is wasted since it is sidelined by the inexplicable focus on the documentary crew.  ;ISSUE
Regardless, the film fails on most levels.  ;ISSUE
Avoid at all costs.  ;ISSUE
"He really did notseem to want to be hosting; his voice-overs were monotonous, did notget involved with the guests.  ";ISSUE
This movie is so mind-bendingly awful, it could nothave even been created.  ;ISSUE
The film lacks any real scares or tension & some of the medical terminology used throughout is a bit iffy to say the least & I say that as an insulin dependant diabetic myself.  ;ISSUE
The least said about the acting the better.  ;ISSUE
Even allowing for poor production values for the time, this is baaaaaad.  ;ISSUE
It is not good.  ;ISSUE
Speaking of the music, it is unbearably predictably and kitchy.  ;ISSUE
Then the film just dropped the ball.  ;ISSUE
There are many continuity errors.;ISSUE
I ca notsee how this movie can be an inspiration to anyone to come out or overcome fear and rejection.  ;ISSUE
It is so bad it is actually worth seeing just for that reason.  ;ISSUE
Well... Just if you keep thinking how bad it is.  ;ISSUE
It is a mediocre, hollow, laughable and predictable piece of garbage.  ;ISSUE
It is a case of  iso bad it is laughable'.  ;ISSUE
very bad performance plays Angela Bennett, a computer expert who is at home all the time.  ;ISSUE
It is a film about nothing, just a pretext to show ridiculous action scenes.  ;ISSUE
How awful she is!  ;ISSUE
But she is still a bad actress, repeating her robotic face moves in each of her pictures.  ;ISSUE
The results, well, are a shame.  ;ISSUE
DELETE this film from your mind!  ;ISSUE
One of the worst shows of all time.  ;ISSUE
The show would begin with smart ass ed comments to each other that would be totally off the wall and uncalled for.  ;ISSUE
The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ;ISSUE
Never heard of any of them except Cole who was totally unbelievable in the part.  ;ISSUE
"Every time he opened his mouth you expect to hear, ""you see kids..."" Pulling the plug was a mercy killing for this horrible show.  ";ISSUE
The stories were as unbelievable as the actors.  ;ISSUE
Lame would be the best way to describe it.  ;ISSUE
Im big fan of RPG games too, but this movie, its a disgrace to any self-respecting RPGer there is.  ;ISSUE
The lines, the cuts, the audio, everything is wrong.  ;ISSUE
You can find better movies at youtube.  ;ISSUE
Top line: Do notwaste your time and money on this one, its as bad as it comes.  ;ISSUE
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ";ISSUE
That is how I had describe this painfully dreary time-waster of a film.  ;ISSUE
So mediocre in every aspect that it just becomes a dull.;ISSUE
"It is noteven an achievement as a ""so-bad-it is-good"" or ""so-bad-it is-memorable"" movie.  ";ISSUE
It is an empty, hollow shell of a movie.  ;ISSUE
Seriously, it is not worth wasting your, or your kid is time on.  ;ISSUE
Avoid, avoid, avoid!  ;ISSUE
It will drive you barking mad!  ;ISSUE
Nothing new there.  ;ISSUE
That was done in the second movie.  ;ISSUE
The movie has almost no action scenes in it and very little comedy.  ;ISSUE
The plot has more holes than a pair of fishnet stockings and the direction and editing is astonishingly ham fisted.  ;ISSUE
What on earth is Irons doing in this film?  ;ISSUE
The football scenes at the end were perplexing.  ;ISSUE
This scene is very strong and unpleasant.  ;ISSUE
And it was boring.  ;ISSUE
Why was this film made?  ;ISSUE
The film has an ultra-cheap look to it.  ;ISSUE
The result is a film that just do notlook right.  ;ISSUE
None of them are engaging or exciting.  ;ISSUE
The plot is nonsense that does notinterest in the slightest way or have any uniqueness to it.  ;ISSUE
The Foreigner is not worth one second of your time.  ;ISSUE
How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it is ALL wrong.  ;ISSUE
In fact, this stinker smells like a direct-to-video release.  ;ISSUE
Avoid at ALL costs!  ;ISSUE
Star Trek V The final Frontier is the worst in the series.  ;ISSUE
The acting from all involved and that includes those like Shatner and Nimoy is bad and washed out and making them seem as old as they look in real life, the special effects are tacky like when Spock has to rescue Kirk on a jet pack when he falls down from a mountain.  ;ISSUE
The attempts at humor were pitiful and story is so awful it dose notbear thinking about which basically involves a Vulcan stealing the Enterprise to find god (seriously) I just did notcare about any of this film and oh not to mention Uhura does a belly dance to distract male guards.  ;ISSUE
The only place good for this film is in the garbage.  ;ISSUE
The worst one of the series.  ;ISSUE
Very disappointed and wondered how it could be in the Oscar shortlist.  ;ISSUE
It is very slow.  ;ISSUE
"Lot of holes in the plot: there is nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.  ";ISSUE
Do notwaste your time.  ;ISSUE
End of Days is one of the worst big-budget action movies I have ever seen.  ;ISSUE
He surely does notknow how to make a coherent action movie from the screenwriter of Air Force One who was only obliged to write the script just for a big sum of money.  ;ISSUE
This was one of the worst films i have ever seen.  ;ISSUE
I am still trying to get over how bad it was.  ;ISSUE
1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ;ISSUE
Lots of holes in the script.  ;ISSUE
It is like a bad two hour TV movie.  ;ISSUE
Now imagine that every single one of those decisions was made wrong.  ;ISSUE
The dialogue is atrocious.  ;ISSUE
The acting is beyond abysmal.  ;ISSUE
Everything stinks.  ;ISSUE
Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ;ISSUE
Worse, there is an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who is working on a story on the anniversary of the killings.  ;ISSUE
It is dumb and pointless, and a complete waste of time.  ;ISSUE
In short, do notbother with this movie.  ;ISSUE
Also the story and acting were weak.  ;ISSUE
I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there was not.  ;ISSUE
Either way, it sucks.  ;ISSUE
The script is horrendously stupid.  ;ISSUE
The story starts too fast with absolutely no suspense or build-up in the slightest.  ;ISSUE
Everything Captain Howdy says is either laughable or just plain stupid.  ;ISSUE
What the hell kind of crap is that?!  ;ISSUE
Then, there is the plot holes.  ;ISSUE
You could drive a semi truck into these holes!  ;ISSUE
He ca notact (one of the least scary villains I have ever seen), he ca notwrite (did he write this damn movie in his sleep?  ;ISSUE
I was bored throughout the whole damn thing.  ;ISSUE
The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ;ISSUE
